frame,time_s,animal,action,speed_px,body_length_px,speed_norm_body
60,2.0,animal1,run,127.67963530483598,163.49600462478102,0.7809342839775036
60,2.0,animal0,walk,8.115730912115335,268.5141619834809,0.030224591701850788
61,2.033333333333333,animal0,walk,10.513807593317463,268.98765558920684,0.03908658027554232
62,2.066666666666667,animal0,walk,9.0068041637641,269.369438462345,0.033436622265607
63,2.1,animal0,walk,6.4737548421372635,269.8099249448731,0.023993760953975155
64,2.1333333333333333,animal0,walk,6.433551805379279,270.13076822779107,0.023816434712665195
65,2.1666666666666665,animal0,walk,5.567944529696528,270.90471317960237,0.020553147504691564
66,2.2,animal0,stand,4.50332368953002,272.8784718168745,0.016503037632635772
67,2.2333333333333334,animal0,stand,4.958001511175078,273.5436411595713,0.018125084137060363
68,2.2666666666666666,animal0,walk,5.923183066098827,274.2554131005078,0.0215973241845481
69,2.3,animal0,stand,4.863395025296785,274.87968261347385,0.017692813739659034
70,2.3333333333333335,animal0,stand,4.583333390327622,275.33840017594383,0.016646182978468784
71,2.3666666666666667,animal1,run,137.23737794362427,174.2520831700802,0.7875795539825632
72,2.4,animal1,run,128.29761378947282,184.62700047982577,0.6949016853225211
72,2.4,animal0,run,113.11416779949646,254.4318298167382,0.44457553868543165
73,2.433333333333333,animal1,run,117.59361567412638,193.79277536176153,0.6068008234806958
73,2.433333333333333,animal0,run,114.11441745668473,236.72770933506436,0.4820492614794291
74,2.466666666666667,animal1,run,226.70074204045105,182.14955887918364,1.2445857318315954
74,2.466666666666667,animal0,run,223.27811113926606,240.68709050880656,0.9276696588390414
75,2.5,animal1,run,225.14602347343276,171.13887486308724,1.3155749893386395
75,2.5,animal0,run,223.63050257573906,244.9657430663058,0.9129052077914753
76,2.533333333333333,animal1,run,118.66548443097898,161.90490771465312,0.7329332143539415
76,2.533333333333333,animal0,run,225.75129228924735,247.92472988878097,0.9105638327831167
77,2.566666666666667,animal0,run,117.58784991729351,251.76264735851345,0.4670583629105505
78,2.6,animal0,run,117.15204474185035,254.38522495045743,0.460530067202866
79,2.6333333333333333,animal0,walk,8.594976653588478,257.95031887862694,0.03332027923420658
80,2.6666666666666665,animal1,run,131.1219099060938,161.90490771465312,0.809869890647093
80,2.6666666666666665,animal0,walk,9.296981419855607,260.2487595978486,0.03572344181091137
81,2.7,animal0,walk,7.158583957938194,262.3171485462784,0.02728980548016008
82,2.7333333333333334,animal0,walk,6.889195596883726,264.80246387002427,0.026016357613142232
83,2.7666666666666666,animal0,walk,8.560368138242357,266.5870013635418,0.032110973507551765
84,2.8,animal1,run,134.57818559275802,161.31467360173355,0.8342587973429827
84,2.8,animal0,walk,8.498204954220665,268.08048340420765,0.03170020005300871
85,2.8333333333333335,animal0,walk,8.058107623050459,269.1603395617078,0.029937945672724394
86,2.8666666666666667,animal1,run,28.3608426570775,161.31467360173355,0.17581068122232327
86,2.8666666666666667,animal0,walk,7.922778890708964,270.22908771626925,0.02931874935324355
87,2.9,animal0,walk,6.912699515816991,270.3774868024383,0.025566845810901486
88,2.933333333333333,animal0,stand,5.22483899530489,270.09813213959814,0.01934422483382622
89,2.966666666666667,animal0,stand,4.620406028875846,270.7590737730964,0.01706463966096986
90,3.0,animal0,stand,5.228009574425981,270.7061109290903,0.019312491899362492
91,3.033333333333333,animal0,walk,8.161866115128618,272.56462929508484,0.029944700221144212
92,3.066666666666667,animal0,walk,10.11900488212583,273.8275863185334,0.03695392790102152
93,3.1,animal0,walk,11.081160985394362,274.5522536196631,0.040360845118922545
94,3.1333333333333333,animal0,walk,10.631493234222514,275.1272262939776,0.03864209797565655
95,3.1666666666666665,animal0,walk,9.849776012888297,276.4949350818502,0.035623712275136214
96,3.2,animal0,walk,8.150762118469924,277.4550205683639,0.029376877382767005
97,3.2333333333333334,animal0,walk,7.30360038094156,278.54482207235924,0.026220556988290598
98,3.2666666666666666,animal0,walk,6.727679324535575,280.00741373535294,0.024026789986690115
99,3.3,animal0,walk,8.655504643171067,279.5803566714316,0.030958915519745143
100,3.3333333333333335,animal0,walk,8.221468043108398,279.8402231233334,0.029379150542933097
101,3.3666666666666667,animal0,walk,7.556273674812305,279.8527617483081,0.027000890138108444
102,3.4,animal0,walk,7.575818195962424,278.93515323828547,0.02715978286713343
103,3.433333333333333,animal1,run,37.790618132788,152.95121471004208,0.24707628641217216
103,3.433333333333333,animal0,walk,6.775611453166086,278.68577266371534,0.024312728232962516
104,3.466666666666667,animal1,run,36.78340009484752,145.40900851733804,0.25296507052698597
104,3.466666666666667,animal0,stand,4.3405221801022025,278.41623367882204,0.015590047041256157
105,3.5,animal0,walk,5.75248372114915,278.16324025955106,0.020680244146500344
106,3.533333333333333,animal0,walk,7.779677080257834,278.3128461280815,0.027952993145984976
107,3.566666666666667,animal0,walk,8.486599807204035,278.985215338073,0.030419532436226103
108,3.6,animal0,walk,8.470364986310884,279.3620352536988,0.030320386872248542
109,3.6333333333333333,animal0,walk,10.017243198196386,280.27180333833024,0.03574117367098847
110,3.6666666666666665,animal0,walk,9.345101383103783,282.0025742791146,0.033138354878471374
111,3.7,animal0,walk,6.952277469383864,283.56026812582047,0.02451781244013714
112,3.7333333333333334,animal1,run,32.42025699724021,145.40900851733804,0.22295906785840258
112,3.7333333333333334,animal0,walk,5.779177758596164,283.46988358797057,0.020387272487105968
113,3.7666666666666666,animal1,run,27.072066358979548,145.40900851733804,0.186178742534728
113,3.7666666666666666,animal0,stand,5.433299646602699,282.9443574439031,0.019202714256918562
114,3.8,animal1,run,23.773552588981143,145.40900851733804,0.16349435864660664
114,3.8,animal0,stand,4.3702219721957345,283.8486451589408,0.015396310839351134
115,3.8333333333333335,animal0,stand,4.213783307395962,283.0236572631698,0.014888449072219331
116,3.8666666666666667,animal0,stand,4.849844706145687,282.71785247416096,0.0171543631352001
117,3.9,animal1,run,15.563746512083593,145.40900851733804,0.10703426610757634
117,3.9,animal0,walk,5.745666982627494,282.0085849421587,0.020374085362706098
118,3.933333333333333,animal0,walk,6.8162832025651765,282.4286339747186,0.024134533055792533
119,3.966666666666667,animal0,walk,8.095438029285841,283.0662489536518,0.028599093177694095
120,4.0,animal1,run,22.635234171982297,138.45255219556984,0.16348730170036238
120,4.0,animal0,walk,7.51064557366728,282.72537324262646,0.026565162820465598
121,4.033333333333333,animal1,run,15.354931162242883,132.16417650546524,0.11618073496344093
121,4.033333333333333,animal0,walk,6.931192564637715,283.2033931904765,0.0244742567755039
122,4.066666666666666,animal0,walk,7.398906542954583,283.5515828400149,0.026093688029698584
123,4.1,animal1,run,16.456248864315015,126.06969144573458,0.130532951065391
123,4.1,animal0,walk,6.174782695481745,284.22055244988815,0.021725320854727566
124,4.133333333333334,animal1,run,130.07292927422515,142.31500998159527,0.9139789913308982
125,4.166666666666667,animal0,walk,7.322456493332207,284.21958621959493,0.02576337750233265
126,4.2,animal1,run,127.40445660398093,157.69795858156266,0.8079017493310563
127,4.233333333333333,animal0,walk,9.216043273745957,284.02789310515413,0.032447669744654094
128,4.266666666666667,animal0,walk,9.427337405302683,284.3464570498825,0.03315440432461186
129,4.3,animal0,walk,8.967996181592408,285.189194527406,0.031445778289228295
130,4.333333333333333,animal0,walk,9.228494529138926,285.7783555947289,0.03229248943620537
131,4.366666666666666,animal0,walk,8.50996088785631,286.28376615872247,0.02972561456082769
132,4.4,animal0,walk,7.95759690636074,286.3475705334964,0.02778999274041291
133,4.433333333333334,animal0,walk,8.851340458153278,286.8250280155656,0.03085972141061877
134,4.466666666666667,animal0,walk,8.242216399244306,287.10300192669075,0.028708220896098063
135,4.5,animal0,walk,7.782826621742776,287.40251486359045,0.027079883505670543
136,4.533333333333333,animal0,walk,6.799440898764347,288.8491810734786,0.023539761731346847
137,4.566666666666666,animal0,stand,4.943777071202424,289.1907231787959,0.017095213210369373
138,4.6,animal1,run,239.60436913092553,157.69795858156266,1.5193878937056766
138,4.6,animal0,stand,4.457965760099083,290.697688751813,0.01533540145860991
139,4.633333333333334,animal0,stand,3.470372008081708,291.1389455241016,0.011919985496390477
140,4.666666666666667,animal0,stand,4.877163984173166,291.2943087881274,0.016743080235462362
141,4.7,animal0,stand,4.716027180917797,291.82144682883273,0.016160659993177173
142,4.733333333333333,animal0,walk,6.338679469092746,291.25648964594944,0.021763221402544632
143,4.766666666666667,animal0,walk,6.260061307727732,290.7683797267775,0.021529374389368066
144,4.8,animal0,walk,7.581541738694608,290.4745476044492,0.026100537211331497
145,4.833333333333333,animal0,walk,6.647552977184678,291.38828453947093,0.0228133845109487
146,4.866666666666666,animal0,walk,6.534566062726784,291.1769267168961,0.022441908898503404
147,4.9,animal0,stand,5.458338565027168,289.993343179471,0.018822289178028175
148,4.933333333333334,animal0,walk,6.5563110674896565,289.83691280530456,0.02262069038767951
149,4.966666666666667,animal0,walk,6.972062064476672,290.45916727771,0.02400358759484646
150,5.0,animal0,walk,7.7771934681459225,290.5915020624633,0.026763320375673607
151,5.033333333333333,animal0,walk,8.080490122373664,290.28456916201793,0.02783644389262614
152,5.066666666666666,animal0,walk,8.432979158460318,290.66704576132884,0.029012505137526897
153,5.1,animal0,walk,6.571077994022531,291.0578695364087,0.02257653436579061
154,5.133333333333334,animal0,walk,7.939961993344118,291.3590311746956,0.027251470329688894
155,5.166666666666667,animal0,walk,6.632628031567559,291.6769776835907,0.022739635072475933
156,5.2,animal0,walk,7.2016939760016125,292.73427991523164,0.024601471266320566
157,5.233333333333333,animal0,walk,8.565964876955302,294.5157255473646,0.029084915112886585
158,5.266666666666667,animal0,walk,8.70558831917504,296.3769574603345,0.02937336422430934
159,5.3,animal0,stand,5.8706890089440975,297.68926171430104,0.019720862536782825
160,5.333333333333333,animal1,run,243.12689041067173,157.69795858156266,1.541725033079135
160,5.333333333333333,animal0,walk,7.8824129634556925,298.14054661471096,0.02643858090742078
